,toid,mean_depth,p90ile_depth,Class,Area
903,osgb1000030285552,0.032,0.092,A) Low,70
904,osgb1000030285579,0.006,0.012,A) Low,12
905,osgb1000030285553,0.058,0.151,A) Low,58
906,osgb1000030285555,0.03,0.035,A) Low,81
907,osgb1000030285557,0.038,0.153,A) Low,84
908,osgb1000030285558,0.012,0.016,A) Low,74
909,osgb1000030285559,0.012,0.016,A) Low,89
910,osgb1000030285560,0.025,0.056,A) Low,89
911,osgb1000030285563,0.19,0.408,C) High,70
912,osgb1000030285564,0.114,0.191,B) Medium,97
913,osgb1000030285567,0.03,0.048,A) Low,100
914,osgb1000030285568,0.026,0.055,A) Low,95
915,osgb1000030285569,0.003,0.004,A) Low,7
916,osgb1000030285571,0.004,0.005,A) Low,14
917,osgb1000030285573,0.012,0.029,A) Low,13
918,osgb1000030285580,0.002,0.004,A) Low,9
919,osgb1000030285581,0.023,0.062,A) Low,11
920,osgb1000030285583,0.003,0.004,A) Low,12
921,osgb1000030285584,0.003,0.005,A) Low,13
922,osgb1000030285585,0.003,0.004,A) Low,10
923,osgb1000030285586,0.005,0.008,A) Low,14
924,osgb1000030285694,0.007,0.011,A) Low,44
925,osgb1000030285695,0.046,0.137,A) Low,66
926,osgb1000030285690,0.023,0.054,A) Low,63
927,osgb1000030285691,0.118,0.15,B) Medium,60
928,osgb1000030285693,0.015,0.037,A) Low,716
929,osgb1000030288065,0.037,0.076,A) Low,57
930,osgb1000030288029,0.118,0.142,B) Medium,6
931,osgb1000030288030,0.124,0.151,B) Medium,33
932,osgb1000030288031,0.128,0.174,B) Medium,64
933,osgb1000030288032,0.108,0.189,B) Medium,44
934,osgb1000030288033,0.045,0.093,A) Low,75
935,osgb1000030288066,0.025,0.064,A) Low,61
936,osgb1000030288068,0.022,0.06,A) Low,59
937,osgb1000030288069,0.002,0.002,A) Low,63
938,osgb1000030288035,0.037,0.074,A) Low,405
939,osgb1000030288036,0.004,0.005,A) Low,80
940,osgb1000030288037,0.007,0.007,A) Low,121
941,osgb1000030288038,0.01,0.023,A) Low,74
942,osgb1000030288039,0.005,0.011,A) Low,51
943,osgb1000030288041,0.005,0.006,A) Low,9
944,osgb1000030288042,0.007,0.012,A) Low,5
945,osgb1000030288062,0.016,0.019,A) Low,0
946,osgb1000030288067,0.037,0.118,A) Low,64
947,osgb1000030288070,0.002,0.002,A) Low,69
948,osgb1000030288072,0.008,0.016,A) Low,64
949,osgb1000030288073,0.019,0.042,A) Low,14
950,osgb1000030288076,0.005,0.007,A) Low,16
951,osgb1000030288078,0.006,0.011,A) Low,67
952,osgb1000030288079,0.005,0.009,A) Low,71
953,osgb1000030288080,0.005,0.007,A) Low,71
954,osgb1000030288081,0.03,0.086,A) Low,69
955,osgb1000030288082,0.027,0.05,A) Low,77
956,osgb1000030288083,0.075,0.222,A) Low,78
957,osgb1000030288084,0.03,0.07,A) Low,76
958,osgb1000030288085,0.048,0.076,A) Low,74
959,osgb1000030288086,0.058,0.092,A) Low,70
960,osgb1000030288087,0.045,0.09,A) Low,74
961,osgb1000030288088,0.042,0.086,A) Low,71
962,osgb1000030288090,0.004,0.007,A) Low,69
963,osgb1000030288091,0.004,0.007,A) Low,70
964,osgb1000030288092,0.004,0.007,A) Low,69
965,osgb1000030288093,0.004,0.008,A) Low,70
966,osgb1000030288094,0.005,0.007,A) Low,68
967,osgb1000030288095,0.004,0.006,A) Low,67
968,osgb1000030288096,0.004,0.006,A) Low,69
969,osgb1000030288097,0.004,0.006,A) Low,66
970,osgb1000030288098,0.004,0.005,A) Low,62
971,osgb1000030288099,0.004,0.005,A) Low,66
972,osgb1000030288120,0.047,0.094,A) Low,52
973,osgb1000030288121,0.022,0.054,A) Low,52
974,osgb1000030288122,0.029,0.058,A) Low,53
975,osgb1000030288123,0.019,0.037,A) Low,56
976,osgb1000030288150,0.223,0.643,C) High,65
977,osgb1000030288152,0.232,0.51,C) High,74
978,osgb1000030288156,0.004,0.005,A) Low,77
979,osgb1000030361663,0.101,0.124,B) Medium,13
980,osgb1000030361561,0.006,0.011,A) Low,49
981,osgb1000030361577,0.027,0.037,A) Low,4
982,osgb1000030361589,0.032,0.052,A) Low,70
983,osgb1000030361590,0.008,0.009,A) Low,9
984,osgb1000030361604,0.067,0.079,A) Low,13
985,osgb1000030361621,0.009,0.014,A) Low,93
986,osgb1000030361633,0.046,0.046,A) Low,3
987,osgb1000030361635,0.011,0.013,A) Low,20
988,osgb1000030361658,0.017,0.025,A) Low,6
989,osgb1000030361659,0.018,0.024,A) Low,19
990,osgb1000030361660,0.016,0.024,A) Low,16
991,osgb1000030361661,0.023,0.042,A) Low,59
992,osgb1000030361678,0.052,0.106,A) Low,28
993,osgb1000030361686,0.294,0.32,C) High,13
994,osgb1000030361688,0.117,0.282,B) Medium,72
995,osgb1000030361689,0.049,0.134,A) Low,13
996,osgb1000030361695,0.052,0.079,A) Low,59
997,osgb1000030361707,0.046,0.094,A) Low,54
998,osgb1000030361708,0.025,0.051,A) Low,55
999,osgb1000030361709,0.02,0.038,A) Low,57
1000,osgb1000030361710,0.013,0.025,A) Low,65
1001,osgb1000030361711,0.017,0.042,A) Low,76
1002,osgb1000030361712,0.018,0.045,A) Low,71
1003,osgb1000030361713,0.042,0.064,A) Low,63
1004,osgb1000030361714,0.053,0.063,A) Low,72
1005,osgb1000030361715,0.035,0.06,A) Low,67
1006,osgb1000030361716,0.015,0.024,A) Low,66
1007,osgb1000030361717,0.005,0.007,A) Low,8
1008,osgb1000030361719,0.078,0.091,A) Low,1
1009,osgb1000030361775,0.229,0.638,C) High,40
1010,osgb1000030361790,0.026,0.032,A) Low,12
1011,osgb1000030361792,0.022,0.046,A) Low,82
1012,osgb1000030361793,0.058,0.142,A) Low,92
1013,osgb1000030361794,0.156,0.387,C) High,77
1014,osgb1000030361796,0.041,0.114,A) Low,61
1015,osgb1000030361810,0.017,0.035,A) Low,88
1016,osgb1000030361813,0.011,0.023,A) Low,13
1017,osgb1000030361814,0.007,0.011,A) Low,85
1018,osgb1000030361828,0.019,0.036,A) Low,86
1019,osgb1000030361829,0.018,0.046,A) Low,82
1020,osgb1000030362205,0.005,0.006,A) Low,52
1021,osgb1000030362206,0.005,0.006,A) Low,53
1022,osgb1000030363742,0.029,0.061,A) Low,67
1023,osgb1000030363826,0.002,0.002,A) Low,2
1024,osgb1000030363827,0.002,0.003,A) Low,13
1025,osgb1000030363694,0.002,0.003,A) Low,21
1026,osgb1000030363695,0.012,0.027,A) Low,132
1027,osgb1000030363697,0.035,0.098,A) Low,749
1028,osgb1000030363698,0.017,0.029,A) Low,3
1029,osgb1000030363700,0.009,0.026,A) Low,91
1030,osgb1000030363701,0.001,0.002,A) Low,408
1031,osgb1000030363717,0.024,0.042,A) Low,222
1032,osgb1000030363703,0.006,0.006,A) Low,3900
1033,osgb1000030363704,0.003,0.005,A) Low,19
1034,osgb1000030363705,0.002,0.002,A) Low,6
1035,osgb1000030363706,0.014,0.019,A) Low,18
1036,osgb1000030363708,0.136,0.333,C) High,57
1037,osgb1000030363709,0.116,0.178,B) Medium,4
1038,osgb1000030363710,0.003,0.004,A) Low,18
1039,osgb1000030363720,0.173,0.379,C) High,947
1040,osgb1000030363722,0.047,0.067,A) Low,65
1041,osgb1000030363723,0.994,1.011,C) High,5
1042,osgb1000030363733,0.208,0.502,C) High,179
1043,osgb1000030363736,0.014,0.019,A) Low,67
1044,osgb1000030363737,0.018,0.036,A) Low,65
1045,osgb1000030363738,0.019,0.038,A) Low,65
1046,osgb1000030363739,0.012,0.022,A) Low,88
1047,osgb1000030363740,0.008,0.014,A) Low,62
1048,osgb1000030363741,0.006,0.011,A) Low,63
1049,osgb1000030363746,0.014,0.025,A) Low,65
1050,osgb1000030363747,0.027,0.064,A) Low,66
1051,osgb1000030363748,0.015,0.041,A) Low,66
1052,osgb1000030363749,0.005,0.012,A) Low,69
1053,osgb1000030363751,0.002,0.003,A) Low,140
1054,osgb1000030363786,0.005,0.007,A) Low,16
1055,osgb1000030363792,0.009,0.01,A) Low,6
1056,osgb1000030363795,0.034,0.049,A) Low,85
1057,osgb1000030363796,0.041,0.049,A) Low,81
1058,osgb1000030363797,0.025,0.047,A) Low,85
1059,osgb1000030363798,0.008,0.029,A) Low,85
1060,osgb1000030363801,0.014,0.033,A) Low,64
1061,osgb1000030363811,0.002,0.002,A) Low,2
1062,osgb1000030363869,0.005,0.008,A) Low,76
1063,osgb1000030363828,0.002,0.003,A) Low,56
1064,osgb1000030363835,0.003,0.004,A) Low,57
1065,osgb1000030363836,0.003,0.003,A) Low,9
1066,osgb1000030363837,0.004,0.006,A) Low,14
1067,osgb1000030363838,0.002,0.003,A) Low,61
1068,osgb1000030363840,0.023,0.061,A) Low,10
1069,osgb1000030363841,0.023,0.061,A) Low,12
1070,osgb1000030363842,0.004,0.008,A) Low,67
1071,osgb1000030363849,0.083,0.083,A) Low,2
1072,osgb1000030363850,0.083,0.083,A) Low,2
1073,osgb1000030363851,0.141,0.25,B) Medium,57
1074,osgb1000030363852,0.231,0.38,C) High,80
1075,osgb1000030363859,0.018,0.037,A) Low,3
1076,osgb1000030363862,0.067,0.176,A) Low,16
1077,osgb1000030363864,0.002,0.002,A) Low,2
1078,osgb1000030363867,0.006,0.012,A) Low,11
1079,osgb1000030363868,0.006,0.008,A) Low,74
1080,osgb1000030363872,0.006,0.008,A) Low,108
1081,osgb1000030363874,0.027,0.093,A) Low,106
1082,osgb1000030363876,0.003,0.004,A) Low,16
1083,osgb1000030363878,0.146,0.227,B) Medium,12
1084,osgb1000030363887,0.009,0.016,A) Low,15
1085,osgb1000030363890,0.021,0.028,A) Low,99
1086,osgb1000030363896,0.034,0.102,A) Low,103
1087,osgb1000030363899,0.014,0.027,A) Low,5
1088,osgb1000030363901,0.011,0.009,A) Low,158
1089,osgb1000030363902,0.017,0.045,A) Low,16
1090,osgb1000030363918,0.021,0.041,A) Low,72
1091,osgb1000030363923,0.016,0.031,A) Low,9
1092,osgb1000030363924,0.017,0.034,A) Low,74
1093,osgb1000030363944,0.005,0.008,A) Low,9
1094,osgb1000030363948,0.041,0.061,A) Low,9
1095,osgb1000030363950,0.06,0.062,A) Low,3
1096,osgb1000030363955,0.018,0.037,A) Low,12
1097,osgb1000030363957,0.073,0.129,A) Low,80
1098,osgb1000030363961,0.025,0.057,A) Low,13
1099,osgb1000030363972,0.003,0.004,A) Low,20
1100,osgb1000030363977,0.153,0.184,B) Medium,83
1101,osgb1000030363978,0.173,0.184,B) Medium,7
1102,osgb1000030363979,0.125,0.183,B) Medium,69
1103,osgb1000030363980,0.093,0.148,A) Low,10
1104,osgb1000030363987,0.054,0.1,A) Low,13
1105,osgb1000030364002,0.093,0.093,A) Low,11
1106,osgb1000030364007,0.002,0.003,A) Low,0
1107,osgb1000030364009,0.007,0.011,A) Low,69
1108,osgb1000030364012,0.019,0.028,A) Low,6
1109,osgb1000030364013,0.015,0.037,A) Low,61
1110,osgb1000030364026,0.009,0.022,A) Low,12
1111,osgb1000030364062,0.016,0.03,A) Low,14
1112,osgb1000030364063,0.015,0.026,A) Low,13
1113,osgb1000030364068,0.012,0.018,A) Low,3
1114,osgb1000030364073,0.044,0.055,A) Low,12
1115,osgb1000030364074,0.036,0.038,A) Low,8
1116,osgb1000030364075,0.034,0.035,A) Low,3
1117,osgb1000030364083,0.013,0.018,A) Low,7
1118,osgb1000030364087,0.012,0.013,A) Low,3
1119,osgb1000030364091,0.029,0.062,A) Low,67
1120,osgb1000030364094,0.032,0.064,A) Low,3
1121,osgb1000030364096,0.005,0.006,A) Low,3
1122,osgb1000030364097,0.014,0.023,A) Low,11
1123,osgb1000030364098,0.02,0.027,A) Low,3
1124,osgb1000030364099,0.013,0.026,A) Low,52
1125,osgb1000030364100,0.014,0.026,A) Low,50
1126,osgb1000030364101,0.017,0.022,A) Low,2
1127,osgb1000030364105,0.019,0.026,A) Low,3
1128,osgb1000030364107,0.015,0.021,A) Low,2
1129,osgb1000030364111,0.014,0.027,A) Low,63
1130,osgb1000030364114,0.04,0.068,A) Low,67
1131,osgb1000030364129,0.009,0.011,A) Low,13
1132,osgb1000030364131,0.018,0.039,A) Low,50
1133,osgb1000030364132,0.016,0.038,A) Low,51
1134,osgb1000030364133,0.023,0.048,A) Low,15
1135,osgb1000030364138,0.102,0.199,B) Medium,58
1136,osgb1000030364147,0.064,0.106,A) Low,2
1137,osgb1000030364155,0.063,0.082,A) Low,55
1138,osgb1000030364159,0.008,0.013,A) Low,11
1139,osgb1000030364160,0.008,0.012,A) Low,54
1140,osgb1000030364168,0.031,0.059,A) Low,71
1141,osgb1000030364169,0.029,0.029,A) Low,2
1142,osgb1000030364173,0.065,0.144,A) Low,89
1143,osgb1000030364178,0.01,0.016,A) Low,12
1144,osgb1000030364184,0.008,0.01,A) Low,78
1145,osgb1000030364187,0.007,0.012,A) Low,84
1146,osgb1000030364195,0.002,0.002,A) Low,73
1147,osgb1000030364199,0.021,0.06,A) Low,75
1148,osgb1000030364203,0.03,0.074,A) Low,30
1149,osgb1000030364205,0.109,0.179,B) Medium,99
1150,osgb1000030364206,0.048,0.05,A) Low,10
1151,osgb1000030364207,0.089,0.155,A) Low,68
1152,osgb1000030364217,0.023,0.042,A) Low,12
1153,osgb1000030364220,0.039,0.043,A) Low,3
1154,osgb1000030364244,0.114,0.175,B) Medium,11
1155,osgb1000030364223,0.09,0.094,A) Low,3
1156,osgb1000030364229,0.038,0.063,A) Low,48
1157,osgb1000030364230,0.018,0.031,A) Low,11
1158,osgb1000030364232,0.025,0.03,A) Low,41
1159,osgb1000030364233,0.022,0.023,A) Low,4
1160,osgb1000030364245,0.032,0.053,A) Low,45
1161,osgb1000030364246,0.016,0.02,A) Low,46
1162,osgb1000030364253,0.01,0.016,A) Low,42
1163,osgb1000030364254,0.008,0.009,A) Low,10
1164,osgb1000030364259,0.01,0.015,A) Low,65
1165,osgb1000030364260,0.01,0.013,A) Low,8
1166,osgb1000030364263,0.028,0.078,A) Low,28
1167,osgb1000030364264,0.082,0.133,A) Low,50
1168,osgb1000030364268,0.051,0.131,A) Low,21
1169,osgb1000030364277,0.004,0.005,A) Low,2
1170,osgb1000030364290,0.01,0.01,A) Low,3
1171,osgb1000030364299,0.002,0.002,A) Low,3
1172,osgb1000030364301,0.002,0.002,A) Low,2
1173,osgb1000030364302,0.057,0.159,A) Low,88
1174,osgb1000030364303,0.036,0.086,A) Low,72
1175,osgb1000030364308,0.005,0.009,A) Low,79
1176,osgb1000030364309,0.003,0.005,A) Low,82
1177,osgb1000030364314,0.026,0.06,A) Low,102
1178,osgb1000030364316,0.004,0.005,A) Low,4
1179,osgb1000030364343,0.142,0.248,B) Medium,251
1180,osgb1000030364350,0.077,0.094,A) Low,10
1181,osgb1000030364351,0.052,0.093,A) Low,8
1182,osgb1000030364372,0.003,0.004,A) Low,61
1183,osgb1000030364397,0.034,0.081,A) Low,18
1184,osgb1000030364399,0.353,0.486,C) High,65
1185,osgb1000030364375,0.282,0.311,C) High,6
1186,osgb1000030364376,0.318,0.318,C) High,6
1187,osgb1000030364379,0.017,0.026,A) Low,40
1188,osgb1000030364418,0.034,0.075,A) Low,81
1189,osgb1000030364383,0.016,0.013,A) Low,108
1190,osgb1000030364384,0.003,0.004,A) Low,44
1191,osgb1000030364390,0.134,0.161,B) Medium,3
1192,osgb1000030364391,0.024,0.044,A) Low,13
1193,osgb1000030364392,0.02,0.044,A) Low,12
1194,osgb1000030364395,0.004,0.006,A) Low,8
1195,osgb1000030364396,0.031,0.083,A) Low,86
1196,osgb1000030364400,0.478,0.539,C) High,67
1197,osgb1000030364404,0.069,0.133,A) Low,51
1198,osgb1000030364405,0.036,0.069,A) Low,49
1199,osgb1000030364407,0.275,0.329,C) High,115
1200,osgb1000030364408,0.35,0.379,C) High,71
1201,osgb1000030364409,0.353,0.413,C) High,70
1202,osgb1000030364421,0.027,0.06,A) Low,98
1203,osgb1000030364422,0.042,0.073,A) Low,87
1204,osgb1000030364423,0.108,0.158,B) Medium,15
1205,osgb1000030364424,0.044,0.079,A) Low,101
1206,osgb1000030364425,0.039,0.088,A) Low,91
1207,osgb1000030364426,0.034,0.071,A) Low,14
1208,osgb1000030364429,0.051,0.075,A) Low,86
1209,osgb1000030364430,0.045,0.063,A) Low,19
1210,osgb1000030364431,0.044,0.056,A) Low,83
1211,osgb1000030364432,0.069,0.133,A) Low,89
1212,osgb1000030364433,0.069,0.123,A) Low,85
1213,osgb1000030364438,0.096,0.196,A) Low,87
1214,osgb1000030364439,0.155,0.188,B) Medium,5
1215,osgb1000030364447,0.004,0.006,A) Low,88
1216,osgb1000030364448,0.003,0.004,A) Low,14
1217,osgb1000030364450,0.003,0.004,A) Low,86
1218,osgb1000030364454,0.003,0.004,A) Low,86
1219,osgb1000030364455,0.012,0.027,A) Low,18
1220,osgb1000030364456,0.003,0.004,A) Low,19
1221,osgb1000030364457,0.003,0.004,A) Low,19
1222,osgb1000030364458,0.003,0.004,A) Low,88
1223,osgb1000030364462,0.013,0.023,A) Low,13
1224,osgb1000030364463,0.011,0.02,A) Low,11
1225,osgb1000030364464,0.005,0.008,A) Low,88
1226,osgb1000030364466,0.018,0.029,A) Low,5
1227,osgb1000030364467,0.013,0.025,A) Low,12
1228,osgb1000030364475,0.003,0.004,A) Low,17
1229,osgb1000030364488,0.007,0.013,A) Low,89
1230,osgb1000030364490,0.016,0.032,A) Low,62
1231,osgb1000030364491,0.015,0.03,A) Low,86
1232,osgb1000030364492,0.02,0.046,A) Low,87
1233,osgb1000030364493,0.04,0.05,A) Low,14
1234,osgb1000030364494,0.038,0.043,A) Low,3
1235,osgb1000030364504,0.067,0.089,A) Low,9
1236,osgb1000030364520,0.054,0.171,A) Low,46
1237,osgb1000030365911,0.012,0.033,A) Low,70
1238,osgb1000030365930,0.051,0.101,A) Low,23
1239,osgb1000030366015,0.131,0.358,C) High,65
1240,osgb1000030366016,0.048,0.141,A) Low,68
1241,osgb1000030366017,0.032,0.085,A) Low,67
1242,osgb1000030366018,0.015,0.047,A) Low,67
1243,osgb1000030366019,0.065,0.157,A) Low,74
1244,osgb1000030366020,0.311,0.796,C) High,107
1245,osgb1000030366021,0.464,0.831,C) High,107
1246,osgb1000030366022,0.38,0.817,C) High,78
1247,osgb1000030366023,0.269,0.669,C) High,78
1248,osgb1000030366024,0.204,0.507,C) High,67
1249,osgb1000030366025,0.284,0.493,C) High,65
1250,osgb1000030366026,0.096,0.283,A) Low,65
1251,osgb1000030366027,0.004,0.005,A) Low,74
1252,osgb1000030366028,0.013,0.017,A) Low,78
1253,osgb1000030366029,0.022,0.031,A) Low,78
1254,osgb1000030366031,0.002,0.005,A) Low,107
1255,osgb1000030366032,0.002,0.003,A) Low,107
1256,osgb1000030366036,0.006,0.006,A) Low,0
1257,osgb1000030366037,0.004,0.006,A) Low,93
1258,osgb1000030366038,0.023,0.045,A) Low,91
1259,osgb1000030366039,0.003,0.005,A) Low,73
1260,osgb1000030366040,0.003,0.004,A) Low,68
1261,osgb1000030366041,0.009,0.014,A) Low,66
1262,osgb1000030366042,0.017,0.026,A) Low,74
1263,osgb1000030366043,0.003,0.005,A) Low,68
1264,osgb1000030366046,0.013,0.04,A) Low,67
1265,osgb1000030366047,0.004,0.006,A) Low,65
1266,osgb1000030366048,0.005,0.01,A) Low,65
1267,osgb1000030366049,0.015,0.029,A) Low,74
1268,osgb1000030366053,0.015,0.032,A) Low,7
1269,osgb1000030366054,0.002,0.003,A) Low,7
1270,osgb1000030366055,0.002,0.003,A) Low,7
1271,osgb1000030366056,0.002,0.003,A) Low,7
1272,osgb1000030366057,0.009,0.015,A) Low,74
1273,osgb1000030366058,0.008,0.013,A) Low,64
1274,osgb1000030366059,0.009,0.011,A) Low,65
1275,osgb1000030366067,0.02,0.039,A) Low,68
1276,osgb1000030366068,0.031,0.085,A) Low,80
1277,osgb1000030429297,0.009,0.017,A) Low,68
1278,osgb1000030429299,0.049,0.056,A) Low,7
1279,osgb1000030429300,0.05,0.076,A) Low,38
1280,osgb1000030429301,0.081,0.089,A) Low,1
1281,osgb1000030429307,0.089,0.097,A) Low,19
1282,osgb1000030433456,0.01,0.01,A) Low,2
1283,osgb1000030433458,0.006,0.009,A) Low,16
1284,osgb1000030433485,0.027,0.068,A) Low,73
1285,osgb1000030433753,0.126,0.209,B) Medium,48
1286,osgb1000030433723,0.004,0.006,A) Low,68
1287,osgb1000030433751,0.12,0.168,B) Medium,46
1288,osgb1000030433752,0.119,0.187,B) Medium,67
1289,osgb1000030433754,0.096,0.177,A) Low,14
1290,osgb1000030433765,0.159,0.324,C) High,25
1291,osgb1000030433792,0.038,0.106,A) Low,57
1292,osgb1000030433796,0.018,0.032,A) Low,80
1293,osgb1000030433800,0.07,0.124,A) Low,10
1294,osgb1000030433815,0.078,0.13,A) Low,71
1295,osgb1000030433817,0.062,0.097,A) Low,9
1296,osgb1000030434407,0.021,0.04,A) Low,75
1297,osgb1000042763699,0.05,0.06,A) Low,15
1298,osgb1000042571319,0.03,0.104,A) Low,79
1299,osgb1000042571322,0.104,0.165,B) Medium,72
1300,osgb1000042571332,0.03,0.077,A) Low,79
1301,osgb1000042763701,0.018,0.044,A) Low,15
1302,osgb1000042763700,0.036,0.055,A) Low,15
1303,osgb1000042763702,0.021,0.041,A) Low,15
1304,osgb1000042763660,0.017,0.025,A) Low,37
1305,osgb1000042763661,0.017,0.024,A) Low,37
1306,osgb1000042763662,0.016,0.024,A) Low,37
1307,osgb1000042763663,0.038,0.074,A) Low,37
1308,osgb1000042763694,0.017,0.034,A) Low,15
1309,osgb1000042763695,0.018,0.038,A) Low,15
1310,osgb1000042763696,0.026,0.041,A) Low,15
1311,osgb1000042763697,0.027,0.045,A) Low,15
1312,osgb1000042763698,0.036,0.057,A) Low,15
1313,osgb1000042763703,0.008,0.014,A) Low,15
1314,osgb1000042763704,0.01,0.015,A) Low,15
1315,osgb1000042763705,0.026,0.05,A) Low,15
1316,osgb1000042763706,0.021,0.046,A) Low,15
1317,osgb1000042763707,0.048,0.101,A) Low,15
1318,osgb1000042763709,0.06,0.1,A) Low,15
1319,osgb1000042763710,0.002,0.003,A) Low,32
1320,osgb1000042763711,0.002,0.003,A) Low,6
1321,osgb1000042808383,0.009,0.019,A) Low,72
1322,osgb1000042808384,0.008,0.018,A) Low,72
1323,osgb1000042808386,0.011,0.027,A) Low,72
1324,osgb1000042808388,0.003,0.004,A) Low,75
1325,osgb1000042808389,0.004,0.005,A) Low,66
1326,osgb1000042808390,0.005,0.01,A) Low,66
1327,osgb1000042889979,0.007,0.025,A) Low,523
1328,osgb1000042889980,0.02,0.049,A) Low,302
1329,osgb1000042889981,0.038,0.122,A) Low,967
1330,osgb1000042936454,0.022,0.048,A) Low,70
1331,osgb1000042936460,0.008,0.017,A) Low,74
1332,osgb1000042947070,0.006,0.008,A) Low,12
1333,osgb1000002310298673,0.069,0.089,A) Low,2
1334,osgb1000002310298682,0.06,0.064,A) Low,6
1335,osgb1000002310298647,0.025,0.034,A) Low,24
1336,osgb1000002310298676,0.074,0.267,A) Low,177
1337,osgb1000002310298644,0.002,0.004,A) Low,34
1338,osgb1000002310298684,0.002,0.002,A) Low,1
1339,osgb1000002310298654,0.003,0.006,A) Low,98
1340,osgb1000002310298662,0.002,0.002,A) Low,6
1341,osgb1000002310298665,0.073,0.134,A) Low,6376
1342,osgb1000002310298667,0.03,0.059,A) Low,43
1343,osgb1000002310298669,0.038,0.066,A) Low,15
1344,osgb1000002310298671,0.009,0.02,A) Low,38
1345,osgb1000002310298675,0.176,0.489,C) High,35
1346,osgb1000030364346,0.089,0.209,A) Low,76
1347,osgb1000002310298698,0.038,0.038,A) Low,2
1348,osgb1000002310298701,0.027,0.056,A) Low,173
1349,osgb1000002310298695,0.016,0.019,A) Low,5
1350,osgb1000002310334035,0.022,0.037,A) Low,37
1351,osgb1000002310334228,0.006,0.007,A) Low,4
1352,osgb1000002020965805,0.105,0.237,B) Medium,71
1353,osgb1000002310334229,0.004,0.006,A) Low,17
1354,osgb1000002310334036,0.024,0.046,A) Low,39
1355,osgb1000002310334037,0.004,0.006,A) Low,10
1356,osgb1000002310334227,0.009,0.016,A) Low,13
1357,osgb1000002310334034,0.014,0.031,A) Low,39
1358,osgb1000002310334236,0.007,0.013,A) Low,27
1359,osgb1000030284676,0.005,0.006,A) Low,74
1360,osgb1000030284311,0.013,0.024,A) Low,61
1361,osgb1000030283958,0.01,0.015,A) Low,1297
1362,osgb1000030284205,0.02,0.025,A) Low,91
1363,osgb1000030284206,0.016,0.029,A) Low,93
1364,osgb1000030284207,0.009,0.019,A) Low,90
1365,osgb1000030284210,0.006,0.009,A) Low,64
1366,osgb1000030284211,0.01,0.015,A) Low,67
1367,osgb1000030284083,0.064,0.113,A) Low,77
1368,osgb1000030284084,0.095,0.154,A) Low,78
1369,osgb1000030284085,0.004,0.007,A) Low,83
1370,osgb1000030284086,0.005,0.008,A) Low,80
1371,osgb1000030284087,0.008,0.019,A) Low,85
1372,osgb1000030284088,0.01,0.021,A) Low,90
1373,osgb1000030284089,0.005,0.006,A) Low,79
1374,osgb1000030284090,0.004,0.005,A) Low,84
1375,osgb1000030284096,0.046,0.117,A) Low,19
1376,osgb1000030284125,0.017,0.025,A) Low,57
1377,osgb1000030284126,0.025,0.041,A) Low,59
1378,osgb1000030284130,0.186,0.219,B) Medium,80
1379,osgb1000030284131,0.146,0.189,B) Medium,84
1380,osgb1000030284137,0.348,0.528,C) High,79
1381,osgb1000030284143,0.062,0.131,A) Low,59
1382,osgb1000030284144,0.141,0.196,B) Medium,81
1383,osgb1000030284147,0.057,0.074,A) Low,59
1384,osgb1000030284148,0.045,0.064,A) Low,58
1385,osgb1000030284163,0.227,0.344,C) High,83
1386,osgb1000030284204,0.02,0.036,A) Low,92
1387,osgb1000030284208,0.003,0.003,A) Low,109
1388,osgb1000030284209,0.003,0.004,A) Low,78
1389,osgb1000030284217,0.008,0.011,A) Low,82
1390,osgb1000030284218,0.005,0.01,A) Low,85
1391,osgb1000030284229,0.003,0.005,A) Low,113
1392,osgb1000030284230,0.021,0.05,A) Low,93
1393,osgb1000030284231,0.022,0.042,A) Low,89
1394,osgb1000030284232,0.01,0.011,A) Low,89
1395,osgb1000030284245,0.06,0.126,A) Low,82
1396,osgb1000030284246,0.096,0.297,A) Low,79
1397,osgb1000030284309,0.055,0.158,A) Low,64
1398,osgb1000030284310,0.044,0.126,A) Low,59
1399,osgb1000030284312,0.025,0.058,A) Low,62
1400,osgb1000030284337,0.062,0.193,A) Low,68
1401,osgb1000030284362,0.004,0.007,A) Low,6
1402,osgb1000030284369,0.29,0.516,C) High,56
1403,osgb1000030284370,0.152,0.301,C) High,97
1404,osgb1000030284404,0.042,0.092,A) Low,58
1405,osgb1000030284408,0.033,0.044,A) Low,13
1406,osgb1000030284416,0.019,0.022,A) Low,12
1407,osgb1000030284454,0.038,0.065,A) Low,71
1408,osgb1000030284455,0.04,0.086,A) Low,58
1409,osgb1000030284456,0.05,0.097,A) Low,56
1410,osgb1000030284457,0.028,0.05,A) Low,45
1411,osgb1000030284458,0.016,0.037,A) Low,60
1412,osgb1000030284472,0.102,0.269,B) Medium,59
1413,osgb1000030284473,0.104,0.291,B) Medium,56
1414,osgb1000030284474,0.091,0.247,A) Low,13
1415,osgb1000030284683,0.006,0.007,A) Low,99
1416,osgb1000030284684,0.005,0.006,A) Low,3
1417,osgb1000030288074,0.013,0.031,A) Low,44
1418,osgb1000030285365,0.037,0.083,A) Low,83
1419,osgb1000030285436,0.213,0.223,B) Medium,9
1420,osgb1000030285446,0.151,0.239,B) Medium,73
1421,osgb1000030285447,0.16,0.239,B) Medium,69
1422,osgb1000030285570,0.083,0.171,A) Low,12
